,PUMFID,AGEGR10,SEX,MARSTAT,PRV,LUC_RST,EHG_ALL,GTU_110,GTU_130,DUR01,DUR05,DUR06,DURS200,DURL313,DUR08,DUR13,DUR14,DUR15,MRW_20,MRW_30,MRW_40,MRW_D40A,MRW_D40B,EDM_02,TST_01,TCS_110,TCS_120,TCS_150,TCS_200
5172,15172,5,2,1,24,1,1,1,6,420,60,75,690,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5173,15173,7,2,3,35,1,4,5,1,535,30,70,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5174,15174,3,2,5,35,1,7,1,6,310,0,40,1130,115,550,0,0,0,6,6,6,1,1,6,1,2,2,1,1
5175,15175,3,2,6,24,1,7,1,5,470,105,260,1005,15,0,0,0,0,6,6,6,1,1,6,5,2,1,2,2
5176,15176,7,1,3,35,2,6,1,1,600,30,150,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5177,15177,3,1,1,48,1,6,2,4,480,120,120,35,40,540,0,0,0,6,6,6,1,1,6,1,2,1,2,2
5178,15178,7,1,1,12,1,6,2,6,510,0,125,675,85,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5179,15179,5,2,1,59,1,2,6,6,706,90,15,734,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5180,15180,3,1,2,24,1,1,3,6,420,30,0,120,0,525,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5181,15181,5,2,6,35,1,5,1,6,480,60,0,310,0,630,0,0,0,6,6,6,1,1,6,1,2,1,1,1
5182,15182,6,2,1,24,1,2,2,2,570,120,210,240,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5183,15183,6,2,3,48,1,7,5,3,420,0,75,1150,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5184,15184,6,1,1,35,1,4,2,3,405,0,140,835,40,0,0,0,0,6,2,1,1,2,6,1,1,2,2,2
5185,15185,5,2,5,35,1,6,2,3,450,60,0,780,0,435,0,0,0,6,6,6,1,1,6,2,2,1,1,2
5186,15186,6,1,5,59,2,4,6,6,615,0,15,1090,25,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5187,15187,5,2,1,13,2,1,2,3,600,90,105,435,120,0,0,0,0,6,2,2,2,2,6,1,2,2,2,1
5188,15188,2,1,2,35,1,6,2,2,390,0,20,290,160,610,0,0,0,6,6,6,1,1,6,2,1,2,1,2
5189,15189,3,2,6,13,1,2,1,6,655,10,60,10,10,60,0,0,0,6,2,1,1,2,6,7,2,2,1,2
5190,15190,5,2,1,59,2,4,4,5,450,10,175,180,120,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5191,15191,1,2,6,24,2,1,4,6,720,15,195,0,0,0,0,0,0,1,1,1,1,2,1,7,2,1,2,2
5192,15192,5,1,1,24,1,1,3,3,570,0,60,0,20,635,0,0,0,6,6,6,1,1,6,8,7,7,2,2
5193,15193,7,2,6,35,1,7,4,6,570,270,0,1380,20,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5194,15194,4,1,1,24,2,4,5,3,690,0,165,30,180,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5195,15195,1,1,6,35,1,1,2,2,510,0,45,980,0,0,360,0,160,1,1,2,2,2,1,7,2,2,2,1
5196,15196,6,2,6,35,1,4,6,4,760,0,50,1380,80,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5197,15197,2,1,1,35,1,4,1,2,485,20,60,0,20,0,0,0,0,6,6,1,1,2,6,1,2,2,2,1
5198,15198,6,1,3,13,1,1,6,1,660,0,35,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5199,15199,5,1,1,13,2,2,2,3,480,30,60,755,70,550,0,0,0,6,6,6,1,1,6,8,1,1,2,2
5200,15200,6,1,1,35,1,1,6,4,660,0,200,820,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
5201,15201,6,2,1,35,1,6,3,6,510,0,20,855,55,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5202,15202,5,2,6,59,1,5,5,4,570,50,180,1380,30,0,0,0,0,6,2,2,2,2,2,8,2,1,1,2
5203,15203,2,2,6,48,2,1,3,6,480,20,10,480,75,0,0,0,0,6,2,2,2,2,6,2,2,2,2,2
5204,15204,6,2,1,24,1,4,1,6,75,60,10,1295,0,345,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5205,15205,7,2,3,13,1,1,2,6,560,30,150,1065,30,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
5206,15206,5,2,1,24,1,3,3,5,480,0,180,180,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5207,15207,6,2,3,12,1,4,3,2,525,155,25,1115,55,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5208,15208,5,1,1,47,1,4,1,1,540,90,10,315,75,480,0,0,0,6,6,6,1,1,6,1,2,2,1,2
5209,15209,2,2,2,24,1,3,1,4,395,0,0,1285,145,795,0,0,0,6,6,6,1,1,2,1,2,1,2,2
5210,15210,5,1,1,13,1,2,2,6,420,10,90,70,70,645,0,0,0,6,6,6,1,1,6,1,2,1,1,1
5211,15211,7,2,3,13,2,99,4,6,570,120,30,1440,0,0,0,0,0,6,2,9,2,2,6,8,2,2,2,2
5212,15212,5,2,2,10,1,6,2,6,540,0,0,0,900,0,0,0,0,6,1,2,1,2,6,1,1,2,1,1
5213,15213,5,2,6,13,2,3,1,5,390,0,70,745,60,430,0,0,0,6,6,6,1,1,6,8,2,2,2,2
5214,15214,5,1,1,10,2,1,4,1,270,40,185,655,110,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5215,15215,5,1,1,35,1,3,2,2,370,0,165,680,25,0,0,0,0,6,6,6,1,1,6,1,2,2,1,2
5216,15216,3,1,6,24,1,4,1,5,460,0,30,1410,50,720,0,0,0,6,6,6,1,1,6,2,2,2,1,2
5217,15217,1,1,6,35,1,2,4,6,660,0,60,1440,0,0,0,0,0,1,2,2,2,2,1,1,2,2,2,2
5218,15218,1,2,6,59,1,4,2,2,585,0,150,1120,0,0,0,0,0,1,2,2,2,2,1,2,1,2,2,1
5219,15219,3,1,1,13,1,1,2,3,620,0,40,500,55,0,0,0,0,6,6,6,1,1,6,1,2,1,2,2
5220,15220,4,2,1,47,1,7,1,2,570,110,30,550,0,500,0,0,0,6,6,6,1,1,6,1,1,2,2,2
5221,15221,4,2,6,10,1,4,4,5,450,60,20,750,0,450,0,0,0,6,6,6,1,1,6,2,2,2,2,2
5222,15222,1,1,6,12,1,2,2,1,520,80,65,1150,0,0,200,0,120,1,2,2,2,2,1,1,2,2,1,2
5223,15223,3,2,1,59,1,4,1,4,240,0,0,45,115,440,0,0,0,6,6,6,1,1,6,2,1,1,1,2
5224,15224,2,1,6,47,1,2,1,2,855,0,125,1315,40,0,0,0,0,6,6,6,1,1,6,2,2,1,2,2
5225,15225,2,2,1,46,1,6,1,6,240,0,120,240,0,0,0,0,0,6,6,6,1,1,6,8,2,2,1,1
5226,15226,2,2,6,48,1,5,1,6,450,30,20,1380,0,570,0,0,0,6,6,6,1,1,6,3,2,2,1,2
5227,15227,6,2,4,24,1,99,2,3,480,0,45,1225,30,0,0,0,0,6,6,1,1,2,6,8,2,2,2,2
5228,15228,6,2,1,24,1,1,5,3,470,45,80,385,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,1
5229,15229,5,1,1,35,1,7,3,2,730,225,60,795,20,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
5230,15230,5,1,1,35,2,99,6,6,360,0,120,630,0,720,0,0,0,6,9,9,2,2,6,99,9,9,9,9
5231,15231,3,2,1,35,2,6,1,6,460,0,0,350,0,510,0,0,0,6,6,6,1,1,6,1,2,2,1,1
5232,15232,1,2,6,12,2,4,1,3,510,30,0,880,80,480,50,0,0,6,6,6,1,1,6,7,2,1,1,2
5233,15233,4,2,1,13,1,6,1,3,170,65,135,210,50,470,0,0,0,6,6,6,1,1,6,2,2,2,1,2
5234,15234,7,2,3,35,1,1,1,1,480,0,135,1185,70,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5235,15235,3,2,3,24,1,6,1,6,630,135,60,930,115,0,0,180,0,6,6,6,1,1,6,1,2,2,2,2
5236,15236,7,1,1,47,1,2,4,5,810,120,165,360,60,0,0,0,0,6,2,2,2,2,6,2,2,1,1,2
5237,15237,4,2,1,12,1,6,2,6,420,170,0,230,31,0,0,0,0,6,6,6,1,1,6,8,2,2,2,1
5238,15238,7,2,3,35,1,4,2,6,510,90,60,630,60,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
5239,15239,3,2,2,24,1,6,1,6,510,160,160,50,50,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5240,15240,5,2,1,35,1,2,6,4,570,160,0,965,20,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5241,15241,4,1,6,24,1,3,1,6,345,0,15,970,40,1010,0,0,0,6,6,6,1,1,6,8,2,1,1,2
5242,15242,4,1,1,35,1,7,2,2,650,0,40,840,60,600,0,0,0,6,6,6,1,1,6,1,1,2,2,1
5243,15243,7,2,3,35,1,1,6,6,575,40,95,1225,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5244,15244,3,1,2,59,1,4,6,2,395,0,30,325,30,705,0,0,0,6,6,6,1,1,6,1,1,2,2,1
5245,15245,6,2,1,35,1,7,2,6,430,120,60,385,40,60,0,0,0,6,2,1,1,2,2,1,2,2,2,2
5246,15246,5,2,5,59,1,99,6,3,540,0,165,1035,0,0,0,0,0,6,9,9,2,2,6,99,9,9,9,9
5247,15247,7,1,1,35,1,6,1,1,550,270,0,260,20,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5248,15248,3,2,1,13,1,6,1,6,480,55,20,400,75,385,0,0,0,6,6,6,1,1,6,1,2,2,1,1
5249,15249,2,1,2,35,1,2,2,3,210,60,90,0,20,160,0,0,0,6,6,6,1,1,6,2,2,1,1,2
5250,15250,7,1,1,12,1,6,5,5,565,20,80,105,60,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
5251,15251,5,1,5,35,1,3,6,3,420,0,45,780,30,600,0,0,0,6,6,6,1,1,6,8,2,1,2,2
5252,15252,7,2,3,12,1,1,4,5,675,0,120,1230,0,0,0,0,0,6,2,2,2,2,6,8,1,1,2,2
5253,15253,6,1,1,35,1,7,3,3,560,10,60,20,0,0,0,90,0,6,2,1,1,2,6,1,1,2,2,2
5254,15254,2,2,1,47,1,7,3,4,460,80,20,205,80,420,0,0,0,6,6,6,1,1,6,7,2,2,1,2
5255,15255,7,2,5,59,1,4,5,4,630,30,60,1440,0,0,0,0,0,6,2,2,2,2,6,8,1,2,1,1
5256,15256,4,1,4,13,2,4,1,5,510,60,40,795,70,585,0,0,0,6,6,6,1,1,6,1,2,1,2,2
5257,15257,3,1,1,59,1,6,1,6,540,60,60,960,0,0,0,0,0,6,6,6,1,1,6,1,2,2,2,1
5258,15258,2,1,1,47,2,1,1,2,480,30,60,540,60,540,0,0,0,6,6,6,1,1,6,1,2,2,1,2
5259,15259,4,1,1,48,1,5,1,2,470,85,20,100,130,0,0,0,0,6,6,6,1,1,6,1,2,2,1,1
5260,15260,3,1,1,10,1,1,1,6,240,0,90,330,0,930,0,0,0,6,6,6,1,1,6,5,1,1,1,2
5261,15261,2,2,2,47,1,4,2,2,630,15,15,230,20,460,0,0,0,6,6,6,1,1,6,7,2,2,2,2
5262,15262,5,2,4,48,2,1,6,2,460,30,270,1120,55,0,0,0,0,6,2,1,1,2,6,2,2,2,2,2
5263,15263,3,1,1,10,2,6,5,4,590,0,135,90,20,0,0,0,0,6,6,6,1,1,6,4,2,2,2,2
5264,15264,7,2,3,35,2,1,3,3,600,0,315,1260,0,0,0,0,0,6,2,2,2,2,6,8,2,1,1,2
5265,15265,7,1,1,10,2,1,1,6,510,0,135,600,0,0,0,0,0,6,6,6,1,1,6,1,1,2,2,2
5266,15266,7,1,1,35,1,7,6,1,675,0,60,415,10,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5267,15267,3,2,1,35,2,7,1,6,425,70,40,135,110,455,0,0,0,6,6,6,1,1,6,1,2,2,1,1
5268,15268,4,1,1,10,2,1,1,5,670,0,145,1095,0,0,0,0,0,6,2,2,2,2,6,8,1,1,2,2
5269,15269,4,2,1,46,1,6,1,6,600,0,260,90,0,0,0,0,0,6,2,2,2,2,6,1,2,2,1,1
5270,15270,3,2,1,24,1,1,1,1,710,0,0,70,0,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5271,15271,7,2,3,47,2,6,3,6,420,30,40,1290,0,0,0,0,0,6,2,2,2,2,6,8,2,1,1,2
5272,15272,7,1,3,46,1,7,6,6,600,120,60,1440,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5273,15273,7,1,1,35,2,1,6,6,450,120,30,0,0,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
5274,15274,5,1,1,12,1,7,2,2,390,40,20,40,120,465,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5275,15275,2,1,2,11,3,2,2,4,525,0,0,495,0,0,0,0,0,6,6,6,1,1,6,5,2,1,1,2
5276,15276,6,2,6,24,1,2,3,6,570,20,15,1000,45,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5277,15277,6,2,1,48,2,2,4,6,540,10,50,210,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,1
5278,15278,4,2,6,47,1,2,3,5,420,15,20,575,50,555,0,0,0,6,6,6,1,1,6,3,2,1,1,2
5279,15279,2,2,1,59,1,7,1,5,600,0,45,105,0,0,270,0,75,2,2,2,2,2,2,1,2,1,2,1
5280,15280,2,1,1,12,1,3,6,3,585,0,90,600,215,370,0,0,0,6,6,6,1,1,6,1,2,1,2,2
5281,15281,6,2,5,48,1,99,3,6,420,0,0,1440,0,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
5282,15282,1,1,6,35,1,3,1,4,575,0,0,1440,20,580,0,0,0,6,6,6,1,1,6,5,1,1,1,2
5283,15283,5,2,1,59,2,2,3,2,465,45,30,160,0,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5284,15284,5,2,1,12,1,2,4,3,419,60,180,360,60,300,0,0,0,6,6,6,1,1,6,1,1,2,2,2
5285,15285,5,2,1,12,2,2,2,6,540,0,120,0,0,0,0,0,0,6,6,6,1,1,6,3,2,2,2,2
5286,15286,2,1,6,47,1,6,2,3,540,110,15,1195,75,0,0,0,0,6,6,1,1,2,6,7,2,2,1,2
5287,15287,5,2,1,59,1,5,4,6,510,165,75,210,45,0,0,0,0,6,2,2,2,2,6,1,2,2,2,1
5288,15288,2,2,6,10,1,6,2,6,550,0,0,240,0,440,0,0,0,6,6,6,1,1,6,3,2,2,1,2
5289,15289,3,1,1,13,2,6,2,1,435,0,120,350,90,0,0,0,0,6,6,6,1,1,6,1,2,2,2,1
5290,15290,5,2,2,24,1,4,3,2,720,30,140,115,20,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5291,15291,5,2,1,24,2,3,2,6,480,45,45,75,45,520,0,0,0,6,6,6,1,1,6,1,2,2,1,2
5292,15292,1,1,6,35,1,2,5,4,435,40,60,850,10,485,0,0,0,6,6,6,1,1,1,1,2,2,2,2
5293,15293,4,1,1,59,1,1,1,6,420,0,0,630,60,810,0,0,0,6,6,6,1,1,6,8,1,1,2,1
5294,15294,2,2,2,35,1,7,3,1,315,20,90,480,0,0,145,0,320,1,2,1,1,2,1,1,2,1,2,2
5295,15295,3,1,6,24,1,4,4,1,630,60,55,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5296,15296,4,1,6,35,1,2,5,3,510,0,120,1440,0,0,0,0,0,6,6,6,1,1,6,1,2,2,1,2
5297,15297,2,2,1,13,2,7,1,5,495,0,60,0,60,540,0,0,0,6,6,6,1,1,6,1,2,2,1,1
5298,15298,5,1,2,24,2,4,1,6,420,70,150,150,100,0,0,0,0,6,2,2,2,2,6,1,2,1,1,1
5299,15299,7,1,3,35,1,6,6,3,470,0,255,635,150,0,0,0,0,6,2,2,2,2,6,1,2,1,1,2
5300,15300,5,2,5,59,1,1,3,4,1000,20,10,1440,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5301,15301,2,1,6,35,1,6,3,3,750,60,105,1440,0,0,0,0,0,6,6,6,1,1,6,2,2,2,1,2
5302,15302,3,2,2,24,1,5,2,6,480,50,30,170,85,545,0,0,0,6,6,6,1,1,6,1,2,2,2,7
5303,15303,5,2,6,12,1,2,3,6,600,30,80,1260,0,0,0,0,0,6,6,6,1,1,6,8,1,1,2,2
5304,15304,4,2,5,13,1,99,1,5,555,75,0,15,60,480,0,0,0,6,9,9,2,2,6,99,9,9,9,9
5305,15305,7,2,1,47,1,1,2,2,775,210,60,480,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5306,15306,7,2,1,47,1,3,2,6,300,90,150,495,45,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5307,15307,6,2,1,11,3,4,1,3,495,10,25,440,145,0,0,0,0,6,6,6,1,1,6,8,2,2,2,1
5308,15308,5,2,5,35,1,2,1,1,450,0,180,840,0,0,0,0,0,6,6,6,1,1,6,2,1,2,2,2
5309,15309,5,1,1,11,3,1,1,6,225,20,0,30,10,1140,0,0,0,6,6,6,1,1,6,8,2,1,1,2
5310,15310,1,2,6,35,1,2,2,2,720,0,30,1080,0,0,0,0,0,1,2,1,1,2,1,1,2,2,2,2
5311,15311,2,2,6,46,1,5,2,6,360,105,75,660,50,225,0,0,0,6,6,6,1,1,6,1,1,1,1,1
5312,15312,7,2,3,47,1,2,6,6,565,210,120,1440,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5313,15313,5,1,5,24,1,1,1,6,510,60,150,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5314,15314,7,2,3,24,1,2,3,6,455,0,275,1090,75,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5315,15315,3,1,1,35,1,3,1,3,390,30,30,780,30,720,0,0,0,6,6,6,1,1,6,2,1,2,1,2
5316,15316,5,1,1,12,1,7,1,3,480,0,90,255,0,525,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5317,15317,5,2,1,48,1,6,2,6,600,0,190,0,0,0,0,0,0,6,6,6,1,1,6,1,1,1,1,2
5318,15318,7,2,3,24,2,1,3,6,275,280,30,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5319,15319,6,2,3,59,1,1,5,6,1195,0,20,1340,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,1
5320,15320,6,2,1,12,1,5,1,6,510,30,185,205,30,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
5321,15321,5,2,1,24,1,6,2,6,725,75,90,300,20,0,0,0,0,6,6,6,1,1,6,8,1,1,2,2
5322,15322,7,2,1,10,1,5,1,6,590,60,175,155,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5323,15323,1,2,6,10,2,5,1,6,230,170,45,220,0,0,0,0,0,6,1,1,1,2,6,5,2,2,2,2
5324,15324,5,1,6,35,1,6,1,1,480,0,60,1440,0,570,0,0,0,6,6,6,1,1,6,2,2,1,1,2
5325,15325,5,2,6,35,1,4,1,2,500,30,0,555,85,515,0,0,0,6,6,6,1,1,6,8,1,1,1,2
5326,15326,3,2,1,12,2,3,1,1,540,0,225,420,0,0,0,0,0,6,2,1,1,2,6,8,2,1,1,2
5327,15327,4,1,1,35,1,2,2,6,780,45,20,90,30,0,0,0,0,6,6,2,2,2,6,1,2,2,2,2
5328,15328,6,2,6,11,3,3,4,4,1185,125,30,925,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5329,15329,4,1,1,35,1,7,4,4,480,0,90,615,0,435,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5330,15330,2,1,1,35,2,2,1,6,450,30,0,840,60,750,0,0,0,6,6,6,1,1,6,3,2,1,1,2
5331,15331,4,1,1,13,1,2,2,3,450,60,140,450,55,0,0,0,0,6,2,1,1,2,6,1,2,2,1,2
5332,15332,3,1,4,13,1,4,2,6,430,30,20,1440,40,710,0,0,0,6,6,6,1,1,6,2,2,2,2,2
5333,15333,5,2,5,46,2,4,6,4,630,180,90,1290,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5334,15334,5,2,1,35,1,1,2,1,525,0,0,15,0,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
5335,15335,5,1,3,24,1,4,3,2,600,60,0,780,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5336,15336,4,1,2,24,1,3,1,6,780,120,0,180,0,0,0,0,0,6,6,6,1,1,6,1,1,1,2,2
5337,15337,6,1,1,13,1,7,1,6,620,0,30,880,130,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5338,15338,6,1,1,47,1,6,2,6,450,0,90,200,50,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
5339,15339,7,1,1,46,1,2,6,1,510,60,60,0,25,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
5340,15340,3,2,6,35,1,2,3,4,480,0,15,1440,20,545,0,0,0,6,6,6,1,1,6,1,1,2,2,2
5341,15341,6,2,1,35,1,5,6,6,660,120,150,450,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5342,15342,4,2,1,35,1,5,1,6,765,0,180,765,0,240,0,0,0,6,6,6,1,1,6,2,2,2,1,2
5343,15343,6,2,5,24,1,1,2,6,510,0,225,510,150,0,0,0,0,6,2,2,2,2,6,8,1,1,2,2
5344,15344,3,2,1,48,2,4,4,1,440,0,100,250,0,240,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5345,15345,4,2,1,24,1,99,2,6,480,45,110,60,40,495,0,0,0,6,9,9,2,2,6,99,9,9,9,9
5346,15346,7,2,3,13,1,2,6,6,360,45,235,830,70,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5347,15347,6,1,6,12,1,3,6,6,485,0,75,1440,50,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5348,15348,2,2,1,35,1,2,2,2,870,90,0,750,0,0,0,0,0,6,6,6,1,1,6,2,1,1,1,1
5349,15349,7,2,1,48,2,4,2,6,600,240,0,735,0,0,0,0,0,6,2,2,2,2,6,8,2,7,2,1
5350,15350,7,2,1,46,1,2,1,6,435,45,90,330,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5351,15351,5,2,1,48,1,3,1,4,360,30,10,675,75,545,0,0,0,6,6,6,1,1,6,8,1,1,1,1
5352,15352,1,1,6,12,2,2,4,3,660,10,50,880,0,0,0,0,0,6,1,1,1,2,6,1,1,2,2,2
5353,15353,7,2,6,10,2,5,3,6,535,30,80,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5354,15354,5,1,1,10,2,4,2,6,330,0,30,900,0,900,0,0,0,6,6,6,1,1,6,8,1,2,2,2
5355,15355,7,2,3,47,2,2,6,4,450,120,90,1230,40,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5356,15356,4,2,2,24,1,4,2,1,280,0,135,130,0,0,0,0,0,6,2,1,1,2,6,2,2,1,2,1
5357,15357,2,1,6,24,1,4,2,2,540,75,15,1035,0,0,0,0,0,6,1,1,1,2,6,2,1,1,2,2
5358,15358,6,1,1,59,1,2,3,6,510,0,105,460,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5359,15359,1,2,6,46,2,1,3,3,570,130,0,600,0,0,440,0,0,1,2,2,2,2,1,4,2,2,2,2
5360,15360,6,2,5,24,1,1,4,6,520,90,135,910,105,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5361,15361,4,2,1,10,2,1,6,1,630,215,45,510,0,0,0,0,0,6,2,2,2,2,6,8,1,2,1,2
5362,15362,2,2,6,24,1,97,1,3,765,0,55,80,90,0,0,0,0,6,2,1,1,2,2,5,2,2,1,2
5363,15363,7,2,1,24,2,1,4,4,480,25,70,0,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5364,15364,6,1,2,48,1,1,1,4,780,0,15,1080,240,0,0,0,0,6,6,6,1,1,6,2,2,2,2,2
5365,15365,6,1,1,24,1,7,2,3,455,10,95,725,35,440,0,0,0,6,6,6,1,1,6,8,2,1,2,2
5366,15366,5,1,1,35,2,4,2,2,420,0,45,70,20,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
5367,15367,6,2,3,35,1,3,6,6,855,0,90,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5368,15368,3,2,1,35,1,4,2,2,490,0,45,425,0,0,0,0,0,6,2,2,2,2,6,6,2,2,1,2
5369,15369,5,2,1,46,2,4,2,4,510,0,30,540,0,480,0,0,0,6,6,6,1,1,6,2,1,2,2,2
5370,15370,6,1,5,12,1,2,3,5,480,0,360,1440,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
5371,15371,6,2,5,59,1,99,2,5,405,210,60,1320,40,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
5372,15372,7,1,2,24,1,1,2,4,330,120,165,540,0,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
5373,15373,2,2,6,59,1,4,5,2,510,0,30,890,60,325,0,0,215,6,6,6,1,1,6,2,2,2,2,2
5374,15374,6,2,6,13,2,1,4,2,555,75,60,1230,0,0,0,0,0,6,1,2,1,2,6,8,2,1,2,2
5375,15375,5,1,1,24,1,7,1,3,480,35,35,1440,0,620,0,0,0,6,6,6,1,1,6,1,2,2,2,2
5376,15376,2,2,1,35,2,2,2,2,360,120,30,740,80,495,0,0,0,6,6,6,1,1,6,1,2,2,1,2
5377,15377,6,1,1,35,2,4,6,6,600,270,30,540,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5378,15378,6,1,1,35,1,6,2,2,620,30,135,150,265,0,0,0,0,6,2,1,1,2,6,2,2,2,2,2
5379,15379,5,2,1,24,1,4,2,2,345,60,135,120,20,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
5380,15380,6,2,1,13,1,7,4,2,450,15,115,30,10,0,0,0,0,6,2,2,2,2,6,8,2,7,2,2
5381,15381,5,2,6,35,1,4,1,3,285,40,40,1200,60,0,0,0,0,6,2,2,2,2,6,2,1,2,1,2
5382,15382,6,2,1,48,1,2,6,3,630,60,60,1170,30,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5383,15383,4,2,1,13,1,2,1,6,510,0,180,0,0,555,0,0,0,6,6,6,1,1,6,1,2,2,2,1
5384,15384,3,2,1,10,2,1,2,5,450,135,30,960,30,435,0,0,0,6,6,6,1,1,6,8,2,1,2,7
5385,15385,5,1,1,24,1,6,3,6,435,0,55,260,30,600,0,0,0,6,6,6,1,1,6,8,2,1,1,2
5386,15386,1,1,6,35,1,1,5,1,720,15,45,1230,0,0,0,0,0,1,1,1,1,2,1,1,2,2,1,2
5387,15387,6,2,3,12,1,2,4,2,450,40,25,1360,25,0,0,0,0,6,2,2,2,2,6,1,2,2,1,2
5388,15388,6,1,5,24,1,6,6,6,510,90,150,1290,90,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5389,15389,4,1,1,13,2,6,2,4,450,60,95,75,55,480,0,0,0,6,6,6,1,1,6,1,2,2,1,2
5390,15390,2,2,1,48,1,98,2,6,540,60,165,0,555,0,0,0,0,6,2,2,2,2,2,1,1,2,2,2
5391,15391,7,2,1,48,1,3,1,6,585,0,105,980,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
5392,15392,7,2,3,12,1,2,2,5,480,30,60,900,90,480,0,0,0,6,2,1,1,2,6,8,1,2,1,2
